submission,agent_type,model,instance_id,total_actions,bash_commands,test_executions,file_edits,file_reads,resolved
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-14411,39,25,3,4,6,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-13230,13,5,0,3,4,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-12470,71,29,18,33,0,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-13768,40,19,3,11,4,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-13925,16,9,0,3,3,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,sympy__sympy-14774,7,2,2,3,1,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-11564,64,17,6,17,21,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,matplotlib__matplotlib-24334,13,4,2,4,4,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,sympy__sympy-21379,64,34,11,18,11,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,matplotlib__matplotlib-24149,29,8,5,12,8,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-15902,58,18,10,27,12,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,pylint-dev__pylint-7993,12,3,0,1,2,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,sympy__sympy-16988,67,21,15,38,7,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,matplotlib__matplotlib-23476,38,14,3,12,11,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,scikit-learn__scikit-learn-14087,15,5,5,6,3,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,sympy__sympy-24102,37,13,7,12,11,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,sympy__sympy-23117,15,6,3,5,3,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,matplotlib__matplotlib-23913,24,9,0,8,6,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,psf__requests-2317,9,3,1,3,2,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-13933,26,13,4,7,5,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,sphinx-doc__sphinx-10451,39,9,0,12,11,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-12286,27,11,4,12,3,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,matplotlib__matplotlib-25433,42,17,5,11,13,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,matplotlib__matplotlib-23562,16,4,2,4,7,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,pytest-dev__pytest-8365,19,4,0,8,4,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-15781,33,13,0,11,8,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,matplotlib__matplotlib-23299,77,27,8,24,25,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-15789,19,10,0,3,5,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-13660,21,10,4,8,2,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,psf__requests-2148,12,3,0,2,6,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-16041,34,15,9,12,6,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,pydata__xarray-4248,62,27,1,15,13,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-15388,33,14,0,4,14,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-13710,20,11,2,6,2,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,scikit-learn__scikit-learn-25500,11,3,3,4,2,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-12453,16,9,5,2,4,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-13220,20,7,5,9,3,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,sympy__sympy-17139,9,3,3,4,1,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-12908,63,14,6,36,11,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-16910,64,30,22,29,4,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-15695,32,12,2,7,12,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,sympy__sympy-18621,31,9,3,15,6,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-14999,28,13,4,7,7,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,matplotlib__matplotlib-23964,11,4,4,5,1,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,sympy__sympy-19007,17,6,3,5,5,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,sympy__sympy-11897,17,6,2,7,3,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,sympy__sympy-14024,54,23,10,16,14,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-16046,27,10,5,12,4,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-15996,18,7,4,6,4,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,pytest-dev__pytest-5221,69,18,0,12,33,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-14580,38,20,6,5,12,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,sympy__sympy-18199,17,6,1,6,4,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-15819,37,14,12,18,4,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,sympy__sympy-22005,71,23,23,32,15,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,sympy__sympy-16281,17,6,2,5,5,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-14730,29,16,6,8,4,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-17051,12,5,0,4,2,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-15202,34,10,6,17,6,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,sympy__sympy-23262,15,7,2,3,4,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,pytest-dev__pytest-7432,15,0,0,5,4,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,pallets__flask-4045,13,5,0,5,2,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-14016,22,6,3,10,4,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-14534,40,18,10,15,6,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-15347,13,4,3,6,2,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-14608,17,4,0,7,5,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,astropy__astropy-12907,34,21,12,11,0,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,sphinx-doc__sphinx-8435,25,10,0,9,5,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,sympy__sympy-13177,11,5,2,4,1,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-12125,46,33,12,11,0,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-16527,8,5,2,1,1,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-11283,35,18,6,10,2,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,sympy__sympy-20590,38,17,4,5,15,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-14155,8,2,1,4,1,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,pydata__xarray-4493,71,27,1,14,29,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,scikit-learn__scikit-learn-10949,61,19,13,28,13,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,scikit-learn__scikit-learn-13496,21,11,0,4,4,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-14672,18,9,5,3,5,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-16139,73,32,24,29,9,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-11179,27,10,8,9,7,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,sympy__sympy-12236,67,23,13,25,18,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,sphinx-doc__sphinx-8713,78,29,11,19,29,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,scikit-learn__scikit-learn-25638,18,6,3,8,3,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-14752,6,1,0,3,1,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-14667,76,27,12,28,20,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-10924,24,11,5,9,3,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,scikit-learn__scikit-learn-13497,35,7,0,11,7,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,sympy__sympy-23191,41,17,8,19,4,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,sympy__sympy-12454,11,5,2,3,2,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,sympy__sympy-18532,16,8,4,3,3,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-13028,14,7,3,5,1,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-12589,33,12,8,18,0,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-14787,7,2,2,3,1,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,sphinx-doc__sphinx-8801,18,6,0,7,4,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,matplotlib__matplotlib-25079,27,7,4,8,11,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,sympy__sympy-18835,20,7,4,7,4,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-14382,28,13,5,8,6,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,sympy__sympy-15346,78,26,6,24,27,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,matplotlib__matplotlib-23987,22,10,2,5,6,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-11099,14,7,3,5,1,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,sympy__sympy-19254,21,4,2,13,3,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-16816,64,23,11,29,10,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,pallets__flask-4992,15,4,0,4,5,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,pylint-dev__pylint-7080,15,7,0,2,1,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,sympy__sympy-20049,22,8,6,8,5,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-11630,38,18,0,4,7,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,matplotlib__matplotlib-23563,20,7,7,11,1,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,pytest-dev__pytest-6116,25,11,0,3,10,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,sympy__sympy-13915,33,15,3,6,11,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-11039,54,25,19,23,5,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,pallets__flask-5063,8,2,0,3,2,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,pytest-dev__pytest-7220,50,14,0,16,11,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-12184,32,11,5,11,9,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,sympy__sympy-20154,12,3,1,5,3,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-15061,26,12,3,5,7,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,sympy__sympy-15345,28,11,8,12,4,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-15498,24,10,4,5,5,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-16408,72,35,4,1,35,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,sphinx-doc__sphinx-10325,25,13,0,6,5,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,sphinx-doc__sphinx-8282,79,31,0,20,22,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,astropy__astropy-6938,28,6,0,12,5,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,psf__requests-3362,14,6,3,5,2,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,pytest-dev__pytest-7168,13,0,0,7,0,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,sphinx-doc__sphinx-7975,45,5,0,15,10,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,pytest-dev__pytest-7490,35,7,0,15,8,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-17087,58,22,6,20,13,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,pydata__xarray-3364,64,10,0,32,13,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-12915,20,11,4,6,2,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,matplotlib__matplotlib-22835,12,4,2,5,2,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,sympy__sympy-13437,38,19,11,15,3,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,astropy__astropy-14182,36,26,14,8,0,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-13757,70,32,12,23,14,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,matplotlib__matplotlib-26020,12,4,4,6,1,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,sympy__sympy-21612,22,9,5,7,5,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,matplotlib__matplotlib-22711,8,2,2,3,2,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-12983,23,7,4,10,5,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-11422,51,20,8,13,16,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-16873,16,9,2,4,2,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-11049,23,16,5,3,3,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,psf__requests-863,18,6,3,5,6,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,sympy__sympy-21847,12,5,2,4,2,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-14855,9,5,2,1,2,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-14017,71,25,23,35,10,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,matplotlib__matplotlib-25332,39,14,4,13,11,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-10914,19,11,0,4,3,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,pytest-dev__pytest-5103,31,12,6,13,5,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-12708,18,10,5,5,2,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,matplotlib__matplotlib-18869,20,10,1,8,2,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-12856,45,26,22,16,2,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-13265,19,10,0,3,5,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-15851,22,12,3,5,4,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,matplotlib__matplotlib-25498,19,6,4,9,3,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,sphinx-doc__sphinx-8721,10,3,0,3,3,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,sympy__sympy-21627,89,39,1,2,47,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,mwaskom__seaborn-2848,13,3,2,8,1,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,astropy__astropy-7746,21,8,4,7,5,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,scikit-learn__scikit-learn-14092,25,8,5,14,2,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-11999,39,26,9,12,0,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,pytest-dev__pytest-8906,19,8,4,7,3,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,sympy__sympy-11870,21,8,4,8,4,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-14997,28,8,5,14,4,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-13964,56,16,15,27,11,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,sympy__sympy-13146,10,3,3,6,0,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,scikit-learn__scikit-learn-10508,13,5,2,4,3,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-11133,14,3,3,5,5,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-13401,61,21,14,33,3,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,sympy__sympy-13480,8,3,2,3,1,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,sympy__sympy-17655,14,5,3,4,4,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-11964,65,22,12,32,10,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-11019,13,6,4,5,1,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,psf__requests-1963,60,15,11,33,11,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,pydata__xarray-4094,21,7,4,7,6,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,sympy__sympy-19487,29,9,2,13,6,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-15252,6,1,0,3,1,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,scikit-learn__scikit-learn-13142,21,10,2,4,6,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-14915,12,5,2,4,2,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,sympy__sympy-22714,39,13,12,20,5,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,sympy__sympy-17022,72,21,8,33,17,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,pytest-dev__pytest-5692,23,5,1,7,6,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,pylint-dev__pylint-6506,7,4,0,1,1,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,sympy__sympy-24152,41,17,7,20,3,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,pytest-dev__pytest-9359,84,40,0,5,36,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-13033,70,20,3,25,19,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,pytest-dev__pytest-5227,14,8,2,1,1,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,matplotlib__matplotlib-24970,22,10,8,8,3,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,sympy__sympy-13031,14,7,1,4,2,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,sympy__sympy-15011,18,4,2,5,8,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,sympy__sympy-24213,14,5,5,7,1,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,mwaskom__seaborn-3190,53,22,14,23,7,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,sympy__sympy-24909,17,6,3,6,4,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,matplotlib__matplotlib-26011,14,6,1,3,4,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-16595,17,8,3,6,2,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,sympy__sympy-14317,12,5,2,4,2,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-15400,13,5,2,4,3,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,pytest-dev__pytest-5413,21,9,2,4,7,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-11742,73,34,16,29,9,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,sympy__sympy-20442,19,6,3,10,2,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,matplotlib__matplotlib-25311,22,7,3,12,2,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,sympy__sympy-20322,77,32,7,25,19,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,mwaskom__seaborn-3407,22,5,2,10,6,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,sympy__sympy-13647,82,38,7,11,31,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,pytest-dev__pytest-5495,31,15,8,11,4,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,pytest-dev__pytest-11143,10,1,0,6,1,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,sympy__sympy-18698,83,36,1,2,44,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,scikit-learn__scikit-learn-10297,32,13,5,10,8,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-12113,52,20,13,20,9,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,sympy__sympy-13971,51,19,9,19,12,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,sympy__sympy-21171,24,11,7,6,6,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,scikit-learn__scikit-learn-13779,9,4,2,3,1,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,pylint-dev__pylint-5859,33,10,0,11,4,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-16379,17,7,3,7,2,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-15790,43,16,11,16,10,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-12497,10,4,0,2,3,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,sympy__sympy-20639,78,35,10,15,27,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-16400,26,14,0,3,8,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,sympy__sympy-15678,13,2,2,8,2,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,matplotlib__matplotlib-23314,53,21,4,22,9,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-15814,27,9,9,13,4,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,sphinx-doc__sphinx-8273,55,15,12,32,7,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,matplotlib__matplotlib-25442,36,16,8,18,1,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-11905,26,17,4,4,4,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,astropy__astropy-14365,34,19,7,6,3,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,sympy__sympy-21055,15,6,2,4,4,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,sympy__sympy-13043,59,4,1,27,8,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,pylint-dev__pylint-7114,20,11,0,1,1,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,sympy__sympy-14396,26,8,4,10,7,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,sympy__sympy-18087,80,24,9,27,28,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,sympy__sympy-12481,37,9,8,14,13,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-12308,19,8,6,7,3,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,scikit-learn__scikit-learn-14894,18,9,5,6,2,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,sphinx-doc__sphinx-8474,75,32,0,2,39,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,scikit-learn__scikit-learn-12471,23,8,6,12,2,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,sympy__sympy-16503,19,10,3,5,3,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,scikit-learn__scikit-learn-11040,38,13,6,15,9,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,astropy__astropy-14995,51,24,8,14,12,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-13158,74,23,21,35,14,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-16229,66,24,17,37,4,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,scikit-learn__scikit-learn-11281,55,12,0,37,5,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,sympy__sympy-12171,46,17,15,22,6,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-16255,13,7,4,3,2,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,sympy__sympy-15609,47,14,10,28,4,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,pylint-dev__pylint-7228,30,6,0,13,2,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-13590,16,6,3,6,3,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,django__django-11797,49,21,5,13,14,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,mwaskom__seaborn-3010,30,9,8,15,5,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,sympy__sympy-17630,43,12,12,23,7,True
20240620_sweagent_claude3.5sonnet,sweagent,claude3.5sonnet,sympy__sympy-13471,12,2,2,7,2,True
